Round_name,Run_id,Version,Total_timespan,Total_travel_time,Average_travel_Time,Max_Travel_time,Total_#_cars,#_finished,Deadline Misses,Deadline_overTime
4corners_neighborhoods.net.xml-test-3-Iteration-15,duaIterate,Meso-DUE.9.5,1111.00,63474.0,63.474,126.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-16,duaIterate,Meso-DUE.9.5,1111.00,63474.0,63.474,126.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-17,duaIterate,Meso-DUE.9.5,1111.00,63474.0,63.474,126.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-18,duaIterate,Meso-DUE.9.5,1111.00,63474.0,63.474,126.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-19,duaIterate,Meso-DUE.9.5,1111.00,63474.0,63.474,126.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-20,duaIterate,Meso-DUE.9.5,1111.00,63474.0,63.474,126.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-21,duaIterate,Meso-DUE.9.5,1111.00,63474.0,63.474,126.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-22,duaIterate,Meso-DUE.9.5,1111.00,63474.0,63.474,126.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-23,duaIterate,Meso-DUE.9.5,1111.00,63474.0,63.474,126.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-24,duaIterate,Meso-DUE.9.5,1111.00,63474.0,63.474,126.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-25,duaIterate,Meso-DUE.9.5,1111.00,63474.0,63.474,126.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-26,duaIterate,Meso-DUE.9.5,1111.00,63474.0,63.474,126.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-27,duaIterate,Meso-DUE.9.5,1111.00,63474.0,63.474,126.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-28,duaIterate,Meso-DUE.9.5,1111.00,63474.0,63.474,126.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-29,duaIterate,Meso-DUE.9.5,1111.00,63474.0,63.474,126.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-0,duaIterate,Macro-DUE.9.5,1266.00,163892.0,163.892,653.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-29,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-0,duaIterate,Meso-SUMO-DUE.9.5,1581.00,281744.0,281.744,1130.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-1,duaIterate,Meso-SUMO-DUE.9.5,1561.00,272833.0,272.833,1054.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-2,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-3,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-4,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-5,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-6,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-7,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-8,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-9,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-10,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-11,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-12,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-13,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-14,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-15,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-16,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-17,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-18,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-19,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-20,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-21,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-22,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-23,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-24,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-25,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-26,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-27,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-28,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
4corners_neighborhoods.net.xml-test-3-Iteration-29,duaIterate,Meso-SUMO-DUE.9.5,1595.00,276972.0,276.972,1087.0,1000,1000.0,0,0
