Round_name,Run_id,Version,Total_timespan,Total_travel_time,Average_travel_Time,Max_Travel_time,Total_#_cars,#_finished,Deadline Misses,Deadline_overTime,Time,Teleport_Jam,Teleport_Yield,Teleport_Wrong_Lane,#_Collisions,#Emergency_stops
Random_English.net.xml-test_R-1-Iteration-11,duaIterate,Micro-DUE.9.5,1362.00,174983.0,174.983,453.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-12,duaIterate,Micro-DUE.9.5,1360.00,175413.0,175.413,468.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-13,duaIterate,Micro-DUE.9.5,1361.00,174504.0,174.504,486.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-14,duaIterate,Micro-DUE.9.5,1360.00,175092.0,175.092,451.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-15,duaIterate,Micro-DUE.9.5,1361.00,175153.0,175.153,487.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-16,duaIterate,Micro-DUE.9.5,1363.00,176225.0,176.225,508.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-17,duaIterate,Micro-DUE.9.5,1350.00,176382.0,176.382,488.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-18,duaIterate,Micro-DUE.9.5,1360.00,175087.0,175.087,489.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-19,duaIterate,Micro-DUE.9.5,1362.00,176234.0,176.234,487.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-20,duaIterate,Micro-DUE.9.5,1352.00,175062.0,175.062,476.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
Random_English.net.xml-test_R-1-Iteration-21,duaIterate,Micro-DUE.9.5,1364.00,175332.0,175.332,509.0,1000,1000.0,0,0,964.1925702095032,0,0,0,0,0
